stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id
123,"S OLD FORT RD & GALLAHAN RD",,38.731247,-76.976011,9
124,"JEFFERSON STREET;38TH AV & KENNEDY",,38.954510,-76.953123,5
125,"40TH AV & HAMILTON ST",,38.953080,-76.950688,5
126,"40TH AV & 39TH AV",,38.953392,-76.950532,5
127,"40TH AV & JEFFERSON ST",,38.954645,-76.949844,5
128,"40TH AV & JEFFERSON ST",,38.954675,-76.950052,5
129,"40TH AV & LONGFELLOW ST",,38.956579,-76.949995,5
130,"40TH AV & LONGFELLOW ST",,38.956755,-76.950116,5
131,"40TH AV & MADISON ST",,38.958144,-76.950109,5
132,"40TH AV & MADISON ST",,38.958396,-76.950225,5
133,"40TH AV & OGLETHORPE ST",,38.960024,-76.949563,5
134,"SE ALABAMA AVE & SE 12TH ST",,38.844214,-76.990800,5
135,"42ND AV & OGLETHORPE ST",,38.959621,-76.946444,5
136,"42ND AV & OLIVER ST",,38.961114,-76.946326,5
137,"42ND AV & OLIVER ST",,38.961610,-76.946442,5
138,"42ND AV & QUEENSBURY RD",,38.963455,-76.946161,5
140,"57TH AV & ANNAPOLIS RD",,38.939598,-76.917729,5
141,"57TH AV & ANNAPOLIS RD",,38.940266,-76.917652,5
142,"57TH AVE & 58TH AVE",,38.942549,-76.917261,5
144,"57TH AV & EMERSON ST",,38.947451,-76.915181,5
145,"S OLD FORT RD & FLAGSHIP AV",,38.728750,-76.978478,9
150,"S OLD FORT RD & JOMAR DR",,38.723618,-76.982204,9
154,"S OLD FORT RD (@ PREM # 12309)",,38.720743,-76.983337,9
156,"S OLD FORT RD & OLD PISCATAWAY RD",,38.719806,-76.983642,9
157,"85TH AV & LONGFELLOW ST",,38.959613,-76.869760,8
158,"85TH AV & WESTBROOK DR",,38.961397,-76.869911,8
159,"85TH PL & POWHATAN ST",,38.966743,-76.872117,8
160,"85TH PL & POWHATAN ST",,38.966979,-76.872110,8
161,"85TH PL & FREMONT ST",,38.969623,-76.872061,8
162,"85TH PL & FREMONT ST",,38.970018,-76.872121,8
164,"85TH PL & RAVENSWOOD RD",,38.972558,-76.872507,8
165,"OLNEY SANDY SPRING RD & NEW HAMPSHIRE",,39.148004,-77.011158,7
170,"SE BARNABY ST & SE WHEELER RD",,38.833218,-76.989905,5
171,"CHERRYWOOD LA & SPRINGHILL DR",,39.007011,-76.906041,8
172,"OLNEY SANDY SPRING RD & PRINCE PHILIP",,39.150648,-77.057336,7
173,"OLNEY SANDY SPRING RD & PRINCE PHILIP DR",,39.150758,-77.057466,7
193,"S OLD FORT RD & LIVINGSTON RD",,38.718447,-76.984114,9
195,"ADDISON RD & ANTELOPE LA",,38.911094,-76.929285,5
196,"ADDISON RD & ANTELOPE LA",,38.911233,-76.929406,5
197,"ADDISON RD & DOEWOOD LA",,38.911006,-76.926310,5
198,"ADDISON RD & DOEWOOD LA",,38.911211,-76.926431,5
199,"ADDISON RD & ELKWOOD LA",,38.910477,-76.924015,5
200,"ADDISON RD & ELKWOOD LA",,38.910650,-76.924122,5
201,"ADDISON RD & N ENGLEWOOD DR",,38.909554,-76.921289,5
202,"ADDISON RD & N ENGLEWOOD DR",,38.910055,-76.922458,5
203,"ADDISON RD & CHAPELWOOD LA",,38.907707,-76.919419,5
204,"ADDISON RD & CHAPELWOOD LA",,38.907907,-76.919825,5
205,"ADDISON RD & DUNBAR OAKS DR",,38.906775,-76.918338,5
206,"ADDISON RD & DUNBAR OAKS DR",,38.906904,-76.918749,5
207,"ADDISON RD & DUEL PL",,38.905914,-76.917362,5
208,"ADDISON RD & DUEL PL",,38.905977,-76.917664,5
209,"ADDISON RD & SHERIFF RD",,38.904711,-76.915592,5
210,"ADDISON RD & SHERIFF RD",,38.904613,-76.915716,5
211,"ADDISON RD & L ST",,38.903399,-76.914432,5
212,"ADDISON RD & L ST",,38.903580,-76.914795,5
213,"ADDISON RD & 60TH AV",,38.900856,-76.912907,5
214,"ADDISON RD & 60TH AV",,38.900820,-76.913081,5
217,"ADDISON RD & GREIG ST",,38.898294,-76.909908,5
218,"ADDISON RD & 62ND PL",,38.897894,-76.909784,5
219,"ADDISON RD & G ST",,38.896740,-76.908590,5
220,"ADDISON RD & FIELD ST",,38.896770,-76.908843,5
222,"ADDISON RD & SEAT PLEASANT DR",,38.895795,-76.906161,5
223,"ADDISON RD & EADS ST",,38.893698,-76.903377,5
224,"ADDISON RD & EADS ST",,38.894055,-76.903541,5
226,"S OLD FORT RD & WASHINGTON LA",,38.713720,-76.986289,9
227,"ADDISON RD & CROWN ST",,38.891986,-76.901826,5
228,"ADDISON RD & CROWN ST",,38.891931,-76.901986,5
231,"ADDISON RD & ADEL ST",,38.889251,-76.898964,5
232,"ADDISON RD & ADEL ST",,38.889160,-76.899180,5
233,"ADDISON RD & ADAK ST",,38.887582,-76.898244,5
235,"ADELPHI RD & TULANE DR",,38.984645,-76.955269,5
236,"ADELPHI RD & TULANE DR",,38.984620,-76.955558,5
237,"BRIGGS CHANEY RD & CASTLE BV",,39.081196,-76.945901,7
239,"ADELPHI RD & RUTGERS ST",,38.983352,-76.955298,5
240,"ADELPHI RD & RUTGERS ST",,38.983563,-76.955045,5
243,"ADELPHI RD & PENNSYLVANIA ST",,38.981694,-76.954995,5
244,"ADELPHI RD & PENNSYLVANIA ST",,38.981587,-76.954940,5
245,"SE BARNABY ST & SE BRANDYWINE ST",,38.830195,-76.993782,4
246,"OLD COURTHOUSE RD &   BYRD RD",,38.913741,-77.231424,3
247,"ADELPHI RD & WELLS PW",,38.979206,-76.954246,5
248,"ADELPHI RD & WELLS PW",,38.979450,-76.954630,5
249,"OLD COURTHOUSE RD &   CHAIN BRIDGE RD",,38.915793,-77.236248,3
251,"ADELPHI RD & VAN BUREN ST",,38.975295,-76.951695,5
252,"ADELPHI RD & VAN BUREN ST",,38.975443,-76.952133,5
253,"OLD COURTHOUSE RD &   HULL RD",,38.914437,-77.232572,3
254,"OLD COURTHOUSE RD &   WOODFORD RD",,38.914582,-77.233578,3
255,"ADELPHI RD & BELCREST RD",,38.973514,-76.951887,5
256,"ADELPHI RD & BELCREST RD",,38.973648,-76.952206,5
261,"AGER RD & LANCER DR",,38.958755,-76.967964,5
262,"AGER RD & LANCER DR",,38.958254,-76.967393,5
263,"AGER RD & 29TH AV",,38.960136,-76.968380,5
265,"AGER RD & NICHOLSON ST",,38.961791,-76.969629,5
266,"AGER RD & OGLETHORPE ST",,38.963904,-76.971765,5
267,"AGER RD & OGLETHORPE ST",,38.964532,-76.972052,5
270,"AGER RD & ROANOKE ST",,38.966831,-76.974979,5
271,"AGER RD & ROANOKE ST",,38.967014,-76.974776,5
276,"ALLENTOWN RD & GENNENE LA",,38.778042,-76.949912,9
277,"ALLENTOWN RD & VERNON DR",,38.781065,-76.945550,9
278,"ALLENTOWN RD & VERNON DR",,38.781207,-76.945685,9
279,"ALLENTOWN RD & PATS LA",,38.782690,-76.942827,9
280,"ALLENTOWN RD & PATS LA",,38.782599,-76.943211,9
281,"ALLENTOWN RD & BURGESS LA",,38.784937,-76.940245,9
282,"ALLENTOWN RD & BURGESS LA",,38.785340,-76.940095,9
283,"ALLENTOWN RD & WEBSTER LA",,38.787379,-76.938584,9
284,"ALLENTOWN RD & WEBSTER LA",,38.787463,-76.938727,9
285,"ALLENTOWN RD & PAYNE DR",,38.788877,-76.937247,9
286,"ALLENTOWN RD & PAYNE DR",,38.788899,-76.937507,9
287,"ALLENTOWN RD & PLEASANT HILL DR",,38.791692,-76.931868,9
288,"ALLENTOWN RD & PLEASANT HILL DR",,38.791604,-76.931634,9
292,"ALLENTOWN RD & TEMPLE HILL RD",,38.792969,-76.929089,9
293,"ALLENTOWN RD & TEMPLE HILL RD",,38.793500,-76.927520,9
294,"ALLENTOWN RD & KAREN ANNE DR",,38.792949,-76.920050,9
295,"ALLENTOWN RD & KAREN ANNE DR",,38.793141,-76.920054,9
296,"ALLENTOWN RD & DODGE LA",,38.793772,-76.917513,9
297,"ALLENTOWN RD & KINGSTON DR",,38.793615,-76.917417,9
298,"ALLENTOWN RD & WESTCHESTER CT",,38.796399,-76.915093,9
299,"ALLENTOWN RD & WESTCHESTER CT",,38.796939,-76.914308,9
300,"ALLENTOWN RD & COOLRIDGE RD",,38.798342,-76.913003,9
301,"ALLENTOWN RD & COOLRIDGE RD",,38.798657,-76.912956,9
302,"ALLENTOWN RD & BRINKLEY RD",,38.800861,-76.909906,9
303,"ALLENTOWN RD & BRINKLEY RD",,38.800924,-76.910144,9
304,"ALLENTOWN RD & ALLENTOWN WY",,38.801707,-76.908979,9
306,"ALLENTOWN ROAD AT COMMAND DRIVE     .",,38.816151,-76.893142,9
307,"ALLENTOWN ROAD AT COMMAND DRIVE     .",,38.816149,-76.893582,9
308,"SHAW METRO STATION",,38.914546,-77.021927,69
310,"ALLENTOWN RD & SUITLAND RD",,38.821191,-76.886522,9
313,"ANNAPOLIS RD & 46TH ST",,38.939313,-76.940104,5
314,"ANNAPOLIS RD & 46TH ST",,38.939047,-76.939908,5
321,"ANNAPOLIS RD & 48TH ST",,38.939261,-76.935705,5
322,"ANNAPOLIS RD & 48TH ST",,38.939401,-76.936760,5
325,"ANNAPOLIS RD & EDMONSTON RD",,38.939357,-76.933248,5
326,"ANNAPOLIS RD & EDMONSTON RD",,38.939549,-76.934027,5
333,"ANNAPOLIS RD & 53RD ST",,38.939513,-76.929494,5
334,"ANNAPOLIS RD & 53RD ST",,38.939677,-76.929022,5
337,"ANNAPOLIS RD & 54TH ST",,38.939159,-76.926790,5
338,"ANNAPOLIS RD & 54TH ST",,38.939009,-76.927031,5
341,"ANNAPOLIS RD & LANDOVER RD",,38.938269,-76.924023,5
342,"ANNAPOLIS RD & LANDOVER RD",,38.938663,-76.924183,5
343,"ANNAPOLIS RD & 56TH AV",,38.938962,-76.921550,5
344,"ANNAPOLIS RD & 56TH AV",,38.939201,-76.921702,5
345,"ANNAPOLIS RD & 57TH AV",,38.940519,-76.917739,5
346,"ANNAPOLIS RD & 62ND AV",,38.938620,-76.910648,5
347,"ANNAPOLIS RD & 62ND AV",,38.938940,-76.910534,5
350,"ANNAPOLIS RD & COOPER LA",,38.941017,-76.902198,6
351,"ANNAPOLIS RD & COOPER LA",,38.942489,-76.904240,5
352,"ANNAPOLIS RD & 68TH AV",,38.943204,-76.902316,5
353,"ANNAPOLIS RD & 68TH AV",,38.943475,-76.901568,5
354,"ANNAPOLIS RD & 68TH PL",,38.944917,-76.899724,5
357,"ANNAPOLIS RD & 69TH PL",,38.945076,-76.898517,5
358,"ANNAPOLIS RD & 71ST AV",,38.946229,-76.894260,5
359,"ANNAPOLIS RD & 71ST AV",,38.946418,-76.894610,5
360,"ANNAPOLIS RD & 72ND AV",,38.946807,-76.892144,5
361,"ANNAPOLIS RD & GREENVALE PW",,38.947229,-76.891708,5
362,"ANNAPOLIS RD & ARDWICK-ARDMORE RD",,38.948375,-76.887589,5
363,"ANNAPOLIS RD & ARDWICK-ARDMORE RD",,38.948808,-76.887614,5
364,"ANNAPOLIS RD & GALLATIN ST",,38.950490,-76.886016,5
365,"ANNAPOLIS RD & GALLATIN ST",,38.950797,-76.886247,5
366,"ANNAPOLIS RD & 76TH AV",,38.951984,-76.884569,5
367,"ANNAPOLIS RD & 76TH AV",,38.952403,-76.884477,5
368,"ANNAPOLIS RD & 77TH AV",,38.952239,-76.881545,5
370,"ANNAPOLIS RD & HARKINS RD",,38.952463,-76.877563,5
371,"ANNAPOLIS ROAD AT CROSS STREET      .",,38.953809,-76.876770,8
379,"ANNAPOLIS RD & RIVERDALE RD",,38.955489,-76.873688,8
380,"ANNAPOLIS RD & RIVERDALE RD",,38.955697,-76.872726,8
383,"ANNAPOLIS RD & 85TH AV",,38.957010,-76.870965,8
384,"ANNAPOLIS RD & 85TH AV",,38.957210,-76.869982,8
387,"ANNAPOLIS RD & LANHAM STATION RD",,38.961493,-76.862523,8
392,"FILLMORE AVE & W CAMPUS DR",,38.838841,-77.116683,9
399,"ANNAPOLIS RD & SEABROOK RD",,38.964636,-76.839914,8
400,"ANNAPOLIS RD & SEABROOK RD",,38.964940,-76.840057,8
403,"ANNAPOLIS RD & FORBES BLVD",,38.962646,-76.832838,8
404,"ANNAPOLIS RD & FORBES BLVD",,38.962219,-76.832471,8
405,"ANNAPOLIS RD & GALVESTON RD",,38.960994,-76.829560,8
406,"ANNAPOLIS RD & GALVESTON RD",,38.960460,-76.829406,8
407,"ANNAPOLIS RD & BALTIMORE LA",,38.959246,-76.827048,8
408,"ANNAPOLIS RD & BALTIMORE LA",,38.958470,-76.826310,8
409,"ANNAPOLIS RD & LOTTSFORD VISTA RD",,38.957725,-76.825018,8
415,"ANNAPOLIS RD & GLENN DALE RD",,38.957081,-76.812794,8
416,"ANNAPOLIS RD & SILVERGATE LANE",,38.957829,-76.805356,8
417,"ANNAPOLIS RD & SILVERGATE LANE",,38.957566,-76.805174,8
418,"ANNAPOLIS RD & ENTERPRISE RD",,38.960873,-76.797880,8
419,"ANNAPOLIS RD & GLENN DALE BLVD",,38.961660,-76.797112,8
420,"ANNAPOLIS RD & SIR LANCELOT DR",,38.969050,-76.788556,8
421,"ANNAPOLIS RD & SIR LANCELOT DR",,38.968568,-76.788645,8
422,"ANNAPOLIS RD & SIR WALTER DR",,38.970256,-76.787189,8
427,"ANNAPOLIS RD & CHURCH RD",,38.970673,-76.765026,8
428,"ANNAPOLIS RD & COLLINGTON RD",,38.970979,-76.755413,8
442,"ARDWICK-ARDMORE RD & ARDWICK PL",,38.942892,-76.870182,5
443,"ARDWICK-ARDMORE RD & ARDWICK PL",,38.942834,-76.870718,5
464,"ATWOOD ST & ALPINE ST",,38.861508,-76.891687,6
465,"SE BARNABY ST & SE CHESAPEAKE ST",,38.829384,-76.994834,9
467,"ATWOOD ST & ALPINE ST",,38.861634,-76.888722,6
468,"NORTH ACCOKEEK (LIVINGSTON & INDIAN HEAD)",,38.670117,-77.010320,9
469,"AUBURN AV & 1ST ST",,38.966030,-76.896034,8
470,"AUBURN AV & 2ND ST",,38.967362,-76.895457,8
471,"AUBURN AV & 3RD ST",,38.968817,-76.894817,8
472,"AUBURN AV & RIVERDALE RD",,38.964285,-76.897172,5
473,"AUBURN AV & 1ST ST",,38.966346,-76.896068,8
474,"AUBURN AV & 2ND ST",,38.967798,-76.895436,8
475,"AUBURN AV & 3RD ST",,38.969152,-76.894847,8
477,"AUDREY LA & INDIAN HEAD HW",,38.818448,-77.000553,6
479,"AUDREY LA & DEAL DR",,38.820539,-76.995747,6
481,"AUDREY LA & INDIAN HEAD HW",,38.818818,-76.999686,6
482,"AUDREY LA & DEAL DR",,38.820769,-76.995923,6
483,"AUDREY LA & IRVINGTON ST",,38.821848,-76.996270,6
491,"BALTIMORE AV & GALLATIN ST",,38.952398,-76.940670,5
492,"BALTIMORE AV & HAMILTON ST",,38.954253,-76.940265,5
493,"BALTIMORE AV & LONGFELLOW ST",,38.956722,-76.940013,5
496,"BALTIMORE AV & RIVERDALE RD",,38.962359,-76.939295,5
497,"BALTIMORE AV & QUEENSBURY RD",,38.963030,-76.939764,5
498,"BALTIMORE AV & SHERIDAN ST",,38.965691,-76.938804,5
499,"BALTIMORE AV & UNDERWOOD ST",,38.968280,-76.938438,5
501,"BALTIMORE AV & AMHERST RD",,38.972895,-76.937787,5
503,"GOOD LUCK RD & SILK TREE DR",,38.971837,-76.906253,8
506,"BALTIMORE AV & GALLATIN ST",,38.952565,-76.940608,5
507,"BALTIMORE AV & JEFFERSON ST",,38.955094,-76.940386,5
508,"BALTIMORE AV & LONGFELLOW ST",,38.957059,-76.940177,5
510,"BALTIMORE AV & OLIVER ST",,38.961388,-76.939436,5
512,"BALTIMORE AV & TUCKERMAN ST",,38.966801,-76.938879,5
513,"BALTIMORE AV & UNDERWOOD ST",,38.968573,-76.938616,5
515,"BALTIMORE AV & QUEENS CHAPEL RD",,38.972585,-76.938045,5
517,"BALTIMORE AV & GUILFORD RD",,38.977392,-76.937783,5
518,"BALTIMORE AV & HARTWICK RD",,38.979463,-76.937791,5
519,"BALTIMORE AV & KNOX RD",,38.981192,-76.937789,5
520,"BALTIMORE AVE & ROSSBOROUGH LANE",,38.985289,-76.937065,5
521,"BALTIMORE BV & CAMPUS DR",,38.987490,-76.936059,5
522,"BALTIMORE AV & LAKELAND RD",,38.990156,-76.934083,8
523,"BALTIMORE AV & NAVAHOE ST",,38.992386,-76.933373,8
524,"BALTIMORE AV & BERWYN RD",,38.996121,-76.931695,8
525,"BALTIMORE AV & GREENBELT RD",,38.998492,-76.931479,8
526,"BALTIMORE AV & CHEROKEE ST",,39.003770,-76.930408,8
527,"BALTIMORE AV & ERIE ST",,39.006806,-76.929657,8
528,"BALTIMORE AV & INDIAN LA",,39.008570,-76.929172,8
529,"BALTIMORE AV & HOLLYWOOD RD",,39.011327,-76.928383,8
530,"BALTIMORE AV & CHERRY HILL RD",,39.013689,-76.928047,8
532,"BALTIMORE AV & GUILFORD RD",,38.978071,-76.938041,5
533,"BALTIMORE AV & HARTWICK RD",,38.979740,-76.938058,5
537,"BALTIMORE AV & LAKELAND RD",,38.990120,-76.934436,8
539,"BALTIMORE AV & BERWYN RD",,38.996406,-76.931877,8
540,"BALTIMORE AV & METZEROTT RD",,38.998166,-76.931660,8
541,"BALTIMORE AV & CHEROKEE ST",,39.003822,-76.930637,8
542,"BALTIMORE AV & ERIE ST",,39.006789,-76.929904,8
543,"BALTIMORE AV & INDIAN LA",,39.008650,-76.929382,8
544,"BALTIMORE AV & HOLLYWOOD RD",,39.011653,-76.928533,8
545,"BALTIMORE AV & CHERRY HILL RD",,39.014761,-76.927498,8
548,"BALTIMORE AV & SUNNYSIDE AV",,39.025977,-76.919974,8
551,"BALTIMORE AV & SUNNYSIDE AV",,39.026514,-76.919722,8
554,"BARLOWE RD & RAY LEONARD RD",,38.918448,-76.868792,5
555,"ALLENDALE DR;8200 BARLOWE RD",,38.918917,-76.866865,5
556,"BARLOWE RD & LANDOVER RD",,38.920221,-76.864992,5
557,"BARLOWE RD & PALMER PARK RD",,38.918490,-76.870602,5
558,"BARLOWE RD & RAY LEONARD RD",,38.918602,-76.868913,5
559,"ALLENDALE RD;8200 BARLOWE RD",,38.919062,-76.867025,5
568,"HANOVER PW & HANOVER DR",,38.989986,-76.877955,7
569,"HANOVER PW & VILLAGE PARK DR",,38.983733,-76.871920,7
570,"HANOVER PW & GOOD LUCK RD",,38.981412,-76.867424,7
593,"BELAIR DR & STARLIGHT LA",,38.969037,-76.744242,8
594,"BELAIR DR & TRINITY DR",,38.971582,-76.744863,8
599,"BELAIR DR & STARLIGHT LA",,38.968927,-76.744382,8
600,"BELAIR DR & TRINITY DR",,38.971736,-76.744702,8
604,"THE MARKET PLACE;PLAZA & SAGE",,38.977060,-76.735919,8
606,"BELCREST RD & QUEENS CHAPEL RD",,38.963973,-76.951616,5
609,"SE CHESAPEAKE ST & SE BARNABY ST",,38.829157,-76.995186,5
610,"BELCREST RD & QUEENS CHAPEL RD",,38.964351,-76.952646,5
613,"SE CHESAPEAKE ST & SE 6TH ST",,38.829064,-76.998434,5
615,"BELLE HAVEN DR & SHERIFF RD",,38.913245,-76.881420,5
617,"BELLE HAVEN DR & NALLEY RD",,38.907674,-76.879219,5
620,"BELLE HAVEN DR & SHERIFF RD",,38.913508,-76.881789,5
631,"BEL PRE RD & GEORGIA AV",,39.092110,-77.080013,7
641,"BEL PRE RD & GEORGIA AV",,39.093872,-77.079182,7
642,"BEL PRE RD & GRAND PRE RD",,39.092757,-77.076234,7
652,"SE 4TH ST & SE BRANDYWINE ST",,38.829905,-77.000508,8
653,"SE 4TH ST & SE CONDON TERRACE",,38.831417,-77.000346,8
655,"ANNAPOLIS RD & WOODCLIFF RD",,38.969670,-76.759598,8
656,"BERKLEY ST & 26TH AV",,38.844393,-76.961420,6
657,"BERKLEY ST & 25TH AV",,38.843420,-76.963105,6
658,"BERKLEY ST & 26TH AV",,38.844606,-76.961350,6
659,"BERKLEY ST & 25TH AV",,38.843645,-76.962535,6
661,"BIRCHWOOD DR & LIVINGSTON RD",,38.808958,-76.990326,6
662,"BIRCHWOOD DR & FOUNTAIN RD",,38.808577,-76.987121,6
663,"BIRCHWOOD DR & GALLOWAY DR",,38.808248,-76.984523,6
664,"BIRCHWOOD DR & BIRCHWOOD CT",,38.807909,-76.983012,6
665,"BIRCHWOOD DR & FENWOOD AV",,38.808358,-76.979637,6
668,"BIRCHWOOD DR & FOUNTAIN RD",,38.808703,-76.987126,6
669,"BIRCHWOOD DR & GALLOWAY DR",,38.808421,-76.984767,6
670,"38TH AVE;3800 BLADENSBURG RD",,38.935104,-76.950493,5
671,"BLADENSBURG RD & 40TH AV",,38.935613,-76.949108,5
672,"BLADENSBURG RD & 41ST AV",,38.936666,-76.947292,5
673,"BLADENSBURG RD & 43RD AV",,38.937225,-76.946012,5
674,"38TH AVE;3800 BLADENSBURG RD",,38.935230,-76.950484,5
675,"BLADENSBURG RD & 40TH AV",,38.936153,-76.947863,5
676,"BLADENSBURG RD & 41ST AV",,38.936307,-76.947280,5
677,"BLADENSBURG RD & 43RD AV",,38.937545,-76.944823,5
701,"MILLSTREAM DR & MEDIA LANE",,38.986004,-76.744287,8
702,"MILLSTREAM DR & MEDIA LANE",,38.985884,-76.744363,8
703,"MILLSTREAM DR & MEMORY LANE",,38.985517,-76.741095,8
704,"MILLSTREAM DR & MEMORY LANE",,38.985180,-76.740868,8
705,"MILLSTREAM DR & MADELEY LANE",,38.982845,-76.740204,8
706,"MILLSTREAM DR & MACKELL LANE",,38.984733,-76.750905,8
707,"MILLSTREAM DR & MARGIN WAY",,38.985785,-76.749078,8
709,"MILLSTREAM DR & MARQUETTE LANE",,38.979299,-76.738071,8
711,"KENHILL DR & KEMMERTON LANE",,38.957410,-76.744156,8
713,"TULIP GROVE DR & FOLSOM LANE",,38.968384,-76.753347,8
714,"TULIP GROVE DR & TWISTING LANE",,38.968554,-76.753608,8
715,"BELAIR DR & SKYLARK LANE",,38.967475,-76.743918,8
716,"BELAIR DR & STAFFORD LANE",,38.973613,-76.743150,8
717,"BELAIR DR & SUSSEX LANE",,38.976756,-76.741099,8
718,"BELAIR DR & TEAL LANE",,38.973602,-76.743375,8
720,"STONYBROOK DR & SHAWMONT LANE",,38.976441,-76.736857,8
726,"ANNAPOLIS RD & GLENN DALE RD",,38.956779,-76.812348,8
727,"ANNAPOLIS RD & FONTANA RD",,38.964756,-76.848423,8
728,"ANNAPOLIS RD & FONTANA DR",,38.965049,-76.848503,8
729,"ANNAPOLIS RD & WASHINGTON LA",,38.964436,-76.851036,8
730,"ANNAPOLIS RD & WASHINGTON LA",,38.964140,-76.850889,8
731,"ANNAPOLIS RD & MORLEY RD",,38.963830,-76.853435,8
732,"ANNAPOLIS RD & MORLEY RD",,38.964151,-76.853043,8
734,"ANNAPOLIS RD & WHITFIELD CHAPEL RD",,38.962323,-76.857541,8
736,"WHITFIELD CHAPEL RD & OLD BROWNS LANE",,38.960344,-76.857432,8
737,"WHITFIELD CHAPEL RD & HOWSER AV",,38.958793,-76.858077,8
